model,min_df,ngram_range,binary,cleaning_type,accuracy,classification_report,confusion_matrix,vocabulary_size
Logistic Regression (L1),1,Unigrama + Bigrama,False,Nenhuma,0.85,"{'Non SCR': {'precision': 0.8708609271523179, 'recall': 0.9511754068716094, 'f1-score': 0.909248055315471, 'support': 553.0}, 'SCR': {'precision': 0.71875, 'recall': 0.46938775510204084, 'f1-score': 0.5679012345679012, 'support': 147.0}, 'accuracy': 0.85, 'macro avg': {'precision': 0.794805463576159, 'recall': 0.7102815809868251, 'f1-score': 0.7385746449416861, 'support': 700.0}, 'weighted avg': {'precision': 0.8389176324503312, 'recall': 0.85, 'f1-score': 0.8375652229584813, 'support': 700.0}}","{0: {'No-SCR': 526, 'SCR': 78}, 1: {'No-SCR': 27, 'SCR': 69}}",18374
Logistic Regression (L2),1,Unigrama + Bigrama,False,Nenhuma,0.8528571428571429,"{'Non SCR': {'precision': 0.87751677852349, 'recall': 0.945750452079566, 'f1-score': 0.9103568320278503, 'support': 553.0}, 'SCR': {'precision': 0.7115384615384616, 'recall': 0.5034013605442177, 'f1-score': 0.5896414342629482, 'support': 147.0}, 'accuracy': 0.8528571428571429, 'macro avg': {'precision': 0.7945276200309758, 'recall': 0.7245759063118918, 'f1-score': 0.7499991331453992, 'support': 700.0}, 'weighted avg': {'precision': 0.842661331956634, 'recall': 0.8528571428571429, 'f1-score': 0.8430065984972209, 'support': 700.0}}","{0: {'No-SCR': 523, 'SCR': 73}, 1: {'No-SCR': 30, 'SCR': 74}}",18374
Naive Bayes,1,Unigrama + Bigrama,False,Parcial,0.8285714285714286,"{'Non SCR': {'precision': 0.8614357262103506, 'recall': 0.9330922242314648, 'f1-score': 0.8958333333333334, 'support': 553.0}, 'SCR': {'precision': 0.6336633663366337, 'recall': 0.43537414965986393, 'f1-score': 0.5161290322580645, 'support': 147.0}, 'accuracy': 0.8285714285714286, 'macro avg': {'precision': 0.7475495462734921, 'recall': 0.6842331869456644, 'f1-score': 0.705981182795699, 'support': 700.0}, 'weighted avg': {'precision': 0.8136035306368701, 'recall': 0.8285714285714286, 'f1-score': 0.8160954301075269, 'support': 700.0}}","{0: {'No-SCR': 516, 'SCR': 83}, 1: {'No-SCR': 37, 'SCR': 64}}",18374
SVM,1,Unigrama + Bigrama,False,Parcial,0.8171428571428572,"{'Non SCR': {'precision': 0.8224582701062215, 'recall': 0.9801084990958409, 'f1-score': 0.8943894389438944, 'support': 553.0}, 'SCR': {'precision': 0.7317073170731707, 'recall': 0.20408163265306123, 'f1-score': 0.3191489361702128, 'support': 147.0}, 'accuracy': 0.8171428571428572, 'macro avg': {'precision': 0.7770827935896961, 'recall': 0.592095065874451, 'f1-score': 0.6067691875570536, 'support': 700.0}, 'weighted avg': {'precision': 0.8034005699692809, 'recall': 0.8171428571428572, 'f1-score': 0.7735889333614213, 'support': 700.0}}","{0: {'No-SCR': 542, 'SCR': 117}, 1: {'No-SCR': 11, 'SCR': 30}}",18374
Logistic Regression (L1),1,Unigrama + Bigrama,False,Parcial,0.85,"{'Non SCR': {'precision': 0.8708609271523179, 'recall': 0.9511754068716094, 'f1-score': 0.909248055315471, 'support': 553.0}, 'SCR': {'precision': 0.71875, 'recall': 0.46938775510204084, 'f1-score': 0.5679012345679012, 'support': 147.0}, 'accuracy': 0.85, 'macro avg': {'precision': 0.794805463576159, 'recall': 0.7102815809868251, 'f1-score': 0.7385746449416861, 'support': 700.0}, 'weighted avg': {'precision': 0.8389176324503312, 'recall': 0.85, 'f1-score': 0.8375652229584813, 'support': 700.0}}","{0: {'No-SCR': 526, 'SCR': 78}, 1: {'No-SCR': 27, 'SCR': 69}}",18374
Logistic Regression (L2),1,Unigrama + Bigrama,False,Parcial,0.8528571428571429,"{'Non SCR': {'precision': 0.87751677852349, 'recall': 0.945750452079566, 'f1-score': 0.9103568320278503, 'support': 553.0}, 'SCR': {'precision': 0.7115384615384616, 'recall': 0.5034013605442177, 'f1-score': 0.5896414342629482, 'support': 147.0}, 'accuracy': 0.8528571428571429, 'macro avg': {'precision': 0.7945276200309758, 'recall': 0.7245759063118918, 'f1-score': 0.7499991331453992, 'support': 700.0}, 'weighted avg': {'precision': 0.842661331956634, 'recall': 0.8528571428571429, 'f1-score': 0.8430065984972209, 'support': 700.0}}","{0: {'No-SCR': 523, 'SCR': 73}, 1: {'No-SCR': 30, 'SCR': 74}}",18374
Naive Bayes,1,Unigrama + Bigrama,False,Total,0.8242857142857143,"{'Non SCR': {'precision': 0.8631756756756757, 'recall': 0.9240506329113924, 'f1-score': 0.8925764192139738, 'support': 553.0}, 'SCR': {'precision': 0.6111111111111112, 'recall': 0.4489795918367347, 'f1-score': 0.5176470588235295, 'support': 147.0}, 'accuracy': 0.8242857142857143, 'macro avg': {'precision': 0.7371433933933934, 'recall': 0.6865151123740636, 'f1-score': 0.7051117390187516, 'support': 700.0}, 'weighted avg': {'precision': 0.8102421171171171, 'recall': 0.8242857142857143, 'f1-score': 0.8138412535319806, 'support': 700.0}}","{0: {'No-SCR': 511, 'SCR': 81}, 1: {'No-SCR': 42, 'SCR': 66}}",13634
SVM,1,Unigrama + Bigrama,False,Total,0.8271428571428572,"{'Non SCR': {'precision': 0.8323076923076923, 'recall': 0.9783001808318263, 'f1-score': 0.8994181213632585, 'support': 553.0}, 'SCR': {'precision': 0.76, 'recall': 0.2585034013605442, 'f1-score': 0.38578680203045684, 'support': 147.0}, 'accuracy': 0.8271428571428572, 'macro avg': {'precision': 0.7961538461538462, 'recall': 0.6184017910961853, 'f1-score': 0.6426024616968576, 'support': 700.0}, 'weighted avg': {'precision': 0.8171230769230768, 'recall': 0.8271428571428572, 'f1-score': 0.79155554430337, 'support': 700.0}}","{0: {'No-SCR': 541, 'SCR': 109}, 1: {'No-SCR': 12, 'SCR': 38}}",13634
Logistic Regression (L1),1,Unigrama + Bigrama,False,Total,0.8342857142857143,"{'Non SCR': {'precision': 0.8599670510708401, 'recall': 0.9439421338155516, 'f1-score': 0.9, 'support': 553.0}, 'SCR': {'precision': 0.6666666666666666, 'recall': 0.4217687074829932, 'f1-score': 0.5166666666666667, 'support': 147.0}, 'accuracy': 0.8342857142857143, 'macro avg': {'precision': 0.7633168588687533, 'recall': 0.6828554206492724, 'f1-score': 0.7083333333333334, 'support': 700.0}, 'weighted avg': {'precision': 0.8193739703459638, 'recall': 0.8342857142857143, 'f1-score': 0.8195, 'support': 700.0}}","{0: {'No-SCR': 522, 'SCR': 85}, 1: {'No-SCR': 31, 'SCR': 62}}",13634
Logistic Regression (L2),1,Unigrama + Bigrama,False,Total,0.8385714285714285,"{'Non SCR': {'precision': 0.8583061889250815, 'recall': 0.9529837251356239, 'f1-score': 0.9031705227077977, 'support': 553.0}, 'SCR': {'precision': 0.6976744186046512, 'recall': 0.40816326530612246, 'f1-score': 0.5150214592274678, 'support': 147.0}, 'accuracy': 0.8385714285714285, 'macro avg': {'precision': 0.7779903037648663, 'recall': 0.6805734952208732, 'f1-score': 0.7090959909676328, 'support': 700.0}, 'weighted avg': {'precision': 0.8245735171577911, 'recall': 0.8385714285714285, 'f1-score': 0.8216592193769284, 'support': 700.0}}","{0: {'No-SCR': 527, 'SCR': 87}, 1: {'No-SCR': 26, 'SCR': 60}}",13634
Naive Bayes,1,Bigrama,True,Nenhuma,0.82,"{'Non SCR': {'precision': 0.8449111470113085, 'recall': 0.945750452079566, 'f1-score': 0.8924914675767918, 'support': 553.0}, 'SCR': {'precision': 0.6296296296296297, 'recall': 0.3469387755102041, 'f1-score': 0.4473684210526316, 'support': 147.0}, 'accuracy': 0.82, 'macro avg': {'precision': 0.7372703883204691, 'recall': 0.6463446137948851, 'f1-score': 0.6699299443147116, 'support': 700.0}, 'weighted avg': {'precision': 0.799702028361156, 'recall': 0.82, 'f1-score': 0.7990156278067181, 'support': 700.0}}","{0: {'No-SCR': 523, 'SCR': 96}, 1: {'No-SCR': 30, 'SCR': 51}}",15089
SVM,1,Bigrama,True,Nenhuma,0.8057142857142857,"{'Non SCR': {'precision': 0.8061674008810573, 'recall': 0.9927667269439421, 'f1-score': 0.8897893030794165, 'support': 553.0}, 'SCR': {'precision': 0.7894736842105263, 'recall': 0.10204081632653061, 'f1-score': 0.18072289156626506, 'support': 147.0}, 'accuracy': 0.8057142857142857, 'macro avg': {'precision': 0.7978205425457918, 'recall': 0.5474037716352363, 'f1-score': 0.5352560973228407, 'support': 700.0}, 'weighted avg': {'precision': 0.8026617203802457, 'recall': 0.8057142857142857, 'f1-score': 0.7408853566616547, 'support': 700.0}}","{0: {'No-SCR': 549, 'SCR': 132}, 1: {'No-SCR': 4, 'SCR': 15}}",15089
Logistic Regression (L1),1,Bigrama,True,Nenhuma,0.8242857142857143,"{'Non SCR': {'precision': 0.8297546012269938, 'recall': 0.9783001808318263, 'f1-score': 0.8979253112033195, 'support': 553.0}, 'SCR': {'precision': 0.75, 'recall': 0.24489795918367346, 'f1-score': 0.36923076923076925, 'support': 147.0}, 'accuracy': 0.8242857142857143, 'macro avg': {'precision': 0.7898773006134969, 'recall': 0.6115990700077499, 'f1-score': 0.6335780402170443, 'support': 700.0}, 'weighted avg': {'precision': 0.8130061349693253, 'recall': 0.8242857142857143, 'f1-score': 0.786899457389084, 'support': 700.0}}","{0: {'No-SCR': 541, 'SCR': 111}, 1: {'No-SCR': 12, 'SCR': 36}}",15089
Logistic Regression (L2),1,Bigrama,True,Nenhuma,0.8171428571428572,"{'Non SCR': {'precision': 0.8205128205128205, 'recall': 0.9837251356238698, 'f1-score': 0.8947368421052632, 'support': 553.0}, 'SCR': {'precision': 0.7567567567567568, 'recall': 0.19047619047619047, 'f1-score': 0.30434782608695654, 'support': 147.0}, 'accuracy': 0.8171428571428572, 'macro avg': {'precision': 0.7886347886347886, 'recall': 0.5871006630500302, 'f1-score': 0.5995423340961099, 'support': 700.0}, 'weighted avg': {'precision': 0.8071240471240471, 'recall': 0.8171428571428572, 'f1-score': 0.7707551487414188, 'support': 700.0}}","{0: {'No-SCR': 544, 'SCR': 119}, 1: {'No-SCR': 9, 'SCR': 28}}",15089
Naive Bayes,1,Bigrama,True,Parcial,0.82,"{'Non SCR': {'precision': 0.8449111470113085, 'recall': 0.945750452079566, 'f1-score': 0.8924914675767918, 'support': 553.0}, 'SCR': {'precision': 0.6296296296296297, 'recall': 0.3469387755102041, 'f1-score': 0.4473684210526316, 'support': 147.0}, 'accuracy': 0.82, 'macro avg': {'precision': 0.7372703883204691, 'recall': 0.6463446137948851, 'f1-score': 0.6699299443147116, 'support': 700.0}, 'weighted avg': {'precision': 0.799702028361156, 'recall': 0.82, 'f1-score': 0.7990156278067181, 'support': 700.0}}","{0: {'No-SCR': 523, 'SCR': 96}, 1: {'No-SCR': 30, 'SCR': 51}}",15089
SVM,1,Bigrama,True,Parcial,0.8057142857142857,"{'Non SCR': {'precision': 0.8061674008810573, 'recall': 0.9927667269439421, 'f1-score': 0.8897893030794165, 'support': 553.0}, 'SCR': {'precision': 0.7894736842105263, 'recall': 0.10204081632653061, 'f1-score': 0.18072289156626506, 'support': 147.0}, 'accuracy': 0.8057142857142857, 'macro avg': {'precision': 0.7978205425457918, 'recall': 0.5474037716352363, 'f1-score': 0.5352560973228407, 'support': 700.0}, 'weighted avg': {'precision': 0.8026617203802457, 'recall': 0.8057142857142857, 'f1-score': 0.7408853566616547, 'support': 700.0}}","{0: {'No-SCR': 549, 'SCR': 132}, 1: {'No-SCR': 4, 'SCR': 15}}",15089
Logistic Regression (L1),1,Bigrama,True,Parcial,0.8242857142857143,"{'Non SCR': {'precision': 0.8297546012269938, 'recall': 0.9783001808318263, 'f1-score': 0.8979253112033195, 'support': 553.0}, 'SCR': {'precision': 0.75, 'recall': 0.24489795918367346, 'f1-score': 0.36923076923076925, 'support': 147.0}, 'accuracy': 0.8242857142857143, 'macro avg': {'precision': 0.7898773006134969, 'recall': 0.6115990700077499, 'f1-score': 0.6335780402170443, 'support': 700.0}, 'weighted avg': {'precision': 0.8130061349693253, 'recall': 0.8242857142857143, 'f1-score': 0.786899457389084, 'support': 700.0}}","{0: {'No-SCR': 541, 'SCR': 111}, 1: {'No-SCR': 12, 'SCR': 36}}",15089
Logistic Regression (L2),1,Bigrama,True,Parcial,0.8171428571428572,"{'Non SCR': {'precision': 0.8205128205128205, 'recall': 0.9837251356238698, 'f1-score': 0.8947368421052632, 'support': 553.0}, 'SCR': {'precision': 0.7567567567567568, 'recall': 0.19047619047619047, 'f1-score': 0.30434782608695654, 'support': 147.0}, 'accuracy': 0.8171428571428572, 'macro avg': {'precision': 0.7886347886347886, 'recall': 0.5871006630500302, 'f1-score': 0.5995423340961099, 'support': 700.0}, 'weighted avg': {'precision': 0.8071240471240471, 'recall': 0.8171428571428572, 'f1-score': 0.7707551487414188, 'support': 700.0}}","{0: {'No-SCR': 544, 'SCR': 119}, 1: {'No-SCR': 9, 'SCR': 28}}",15089
Naive Bayes,1,Bigrama,True,Total,0.8014285714285714,"{'Non SCR': {'precision': 0.8174846625766872, 'recall': 0.9638336347197106, 'f1-score': 0.8846473029045643, 'support': 553.0}, 'SCR': {'precision': 0.5833333333333334, 'recall': 0.19047619047619047, 'f1-score': 0.28717948717948716, 'support': 147.0}, 'accuracy': 0.8014285714285714, 'macro avg': {'precision': 0.7004089979550103, 'recall': 0.5771549125979505, 'f1-score': 0.5859133950420257, 'support': 700.0}, 'weighted avg': {'precision': 0.7683128834355828, 'recall': 0.8014285714285714, 'f1-score': 0.7591790616022981, 'support': 700.0}}","{0: {'No-SCR': 533, 'SCR': 119}, 1: {'No-SCR': 20, 'SCR': 28}}",10463
SVM,1,Bigrama,True,Total,0.8042857142857143,"{'Non SCR': {'precision': 0.804093567251462, 'recall': 0.9945750452079566, 'f1-score': 0.889248181083266, 'support': 553.0}, 'SCR': {'precision': 0.8125, 'recall': 0.08843537414965986, 'f1-score': 0.15950920245398773, 'support': 147.0}, 'accuracy': 0.8042857142857143, 'macro avg': {'precision': 0.808296783625731, 'recall': 0.5415052096788082, 'f1-score': 0.5243786917686268, 'support': 700.0}, 'weighted avg': {'precision': 0.805858918128655, 'recall': 0.8042857142857143, 'f1-score': 0.7360029955711176, 'support': 700.0}}","{0: {'No-SCR': 550, 'SCR': 134}, 1: {'No-SCR': 3, 'SCR': 13}}",10463
Logistic Regression (L1),1,Bigrama,True,Total,0.8028571428571428,"{'Non SCR': {'precision': 0.8064992614475628, 'recall': 0.9873417721518988, 'f1-score': 0.8878048780487805, 'support': 553.0}, 'SCR': {'precision': 0.6956521739130435, 'recall': 0.10884353741496598, 'f1-score': 0.18823529411764706, 'support': 147.0}, 'accuracy': 0.8028571428571428, 'macro avg': {'precision': 0.7510757176803031, 'recall': 0.5480926547834324, 'f1-score': 0.5380200860832138, 'support': 700.0}, 'weighted avg': {'precision': 0.7832213730653138, 'recall': 0.8028571428571428, 'f1-score': 0.7408952654232425, 'support': 700.0}}","{0: {'No-SCR': 546, 'SCR': 131}, 1: {'No-SCR': 7, 'SCR': 16}}",10463
Logistic Regression (L2),1,Bigrama,True,Total,0.8042857142857143,"{'Non SCR': {'precision': 0.8049853372434017, 'recall': 0.9927667269439421, 'f1-score': 0.8890688259109312, 'support': 553.0}, 'SCR': {'precision': 0.7777777777777778, 'recall': 0.09523809523809523, 'f1-score': 0.1696969696969697, 'support': 147.0}, 'accuracy': 0.8042857142857143, 'macro avg': {'precision': 0.7913815575105898, 'recall': 0.5440024110910187, 'f1-score': 0.5293828978039504, 'support': 700.0}, 'weighted avg': {'precision': 0.7992717497556208, 'recall': 0.8042857142857143, 'f1-score': 0.7380007361059994, 'support': 700.0}}","{0: {'No-SCR': 549, 'SCR': 133}, 1: {'No-SCR': 4, 'SCR': 14}}",10463
Naive Bayes,1,Bigrama,False,Nenhuma,0.8171428571428572,"{'Non SCR': {'precision': 0.8444084278768234, 'recall': 0.9421338155515371, 'f1-score': 0.8905982905982905, 'support': 553.0}, 'SCR': {'precision': 0.6144578313253012, 'recall': 0.3469387755102041, 'f1-score': 0.4434782608695652, 'support': 147.0}, 'accuracy': 0.8171428571428572, 'macro avg': {'precision': 0.7294331296010623, 'recall': 0.6445362955308706, 'f1-score': 0.6670382757339279, 'support': 700.0}, 'weighted avg': {'precision': 0.7961188026010038, 'recall': 0.8171428571428572, 'f1-score': 0.7967030843552583, 'support': 700.0}}","{0: {'No-SCR': 521, 'SCR': 96}, 1: {'No-SCR': 32, 'SCR': 51}}",15089
SVM,1,Bigrama,False,Nenhuma,0.8071428571428572,"{'Non SCR': {'precision': 0.8064516129032258, 'recall': 0.9945750452079566, 'f1-score': 0.8906882591093117, 'support': 553.0}, 'SCR': {'precision': 0.8333333333333334, 'recall': 0.10204081632653061, 'f1-score': 0.18181818181818182, 'support': 147.0}, 'accuracy': 0.8071428571428572, 'macro avg': {'precision': 0.8198924731182795, 'recall': 0.5483079307672436, 'f1-score': 0.5362532204637468, 'support': 700.0}, 'weighted avg': {'precision': 0.8120967741935484, 'recall': 0.8071428571428572, 'f1-score': 0.7418255428781744, 'support': 700.0}}","{0: {'No-SCR': 550, 'SCR': 132}, 1: {'No-SCR': 3, 'SCR': 15}}",15089
Logistic Regression (L1),1,Bigrama,False,Nenhuma,0.8228571428571428,"{'Non SCR': {'precision': 0.8294930875576036, 'recall': 0.976491862567812, 'f1-score': 0.8970099667774086, 'support': 553.0}, 'SCR': {'precision': 0.7346938775510204, 'recall': 0.24489795918367346, 'f1-score': 0.3673469387755102, 'support': 147.0}, 'accuracy': 0.8228571428571428, 'macro avg': {'precision': 0.782093482554312, 'recall': 0.6106949108757427, 'f1-score': 0.6321784527764595, 'support': 700.0}, 'weighted avg': {'precision': 0.8095852534562212, 'recall': 0.8228571428571428, 'f1-score': 0.78578073089701, 'support': 700.0}}","{0: {'No-SCR': 540, 'SCR': 111}, 1: {'No-SCR': 13, 'SCR': 36}}",15089
Logistic Regression (L2),1,Bigrama,False,Nenhuma,0.8171428571428572,"{'Non SCR': {'precision': 0.8214826021180031, 'recall': 0.9819168173598554, 'f1-score': 0.8945634266886326, 'support': 553.0}, 'SCR': {'precision': 0.7435897435897436, 'recall': 0.19727891156462585, 'f1-score': 0.3118279569892473, 'support': 147.0}, 'accuracy': 0.8171428571428572, 'macro avg': {'precision': 0.7825361728538733, 'recall': 0.5895978644622406, 'f1-score': 0.60319569183894, 'support': 700.0}, 'weighted avg': {'precision': 0.8051251018270685, 'recall': 0.8171428571428572, 'f1-score': 0.7721889780517617, 'support': 700.0}}","{0: {'No-SCR': 543, 'SCR': 118}, 1: {'No-SCR': 10, 'SCR': 29}}",15089
Naive Bayes,1,Bigrama,False,Parcial,0.8171428571428572,"{'Non SCR': {'precision': 0.8444084278768234, 'recall': 0.9421338155515371, 'f1-score': 0.8905982905982905, 'support': 553.0}, 'SCR': {'precision': 0.6144578313253012, 'recall': 0.3469387755102041, 'f1-score': 0.4434782608695652, 'support': 147.0}, 'accuracy': 0.8171428571428572, 'macro avg': {'precision': 0.7294331296010623, 'recall': 0.6445362955308706, 'f1-score': 0.6670382757339279, 'support': 700.0}, 'weighted avg': {'precision': 0.7961188026010038, 'recall': 0.8171428571428572, 'f1-score': 0.7967030843552583, 'support': 700.0}}","{0: {'No-SCR': 521, 'SCR': 96}, 1: {'No-SCR': 32, 'SCR': 51}}",15089
SVM,1,Bigrama,False,Parcial,0.8071428571428572,"{'Non SCR': {'precision': 0.8064516129032258, 'recall': 0.9945750452079566, 'f1-score': 0.8906882591093117, 'support': 553.0}, 'SCR': {'precision': 0.8333333333333334, 'recall': 0.10204081632653061, 'f1-score': 0.18181818181818182, 'support': 147.0}, 'accuracy': 0.8071428571428572, 'macro avg': {'precision': 0.8198924731182795, 'recall': 0.5483079307672436, 'f1-score': 0.5362532204637468, 'support': 700.0}, 'weighted avg': {'precision': 0.8120967741935484, 'recall': 0.8071428571428572, 'f1-score': 0.7418255428781744, 'support': 700.0}}","{0: {'No-SCR': 550, 'SCR': 132}, 1: {'No-SCR': 3, 'SCR': 15}}",15089
Logistic Regression (L1),1,Bigrama,False,Parcial,0.8228571428571428,"{'Non SCR': {'precision': 0.8294930875576036, 'recall': 0.976491862567812, 'f1-score': 0.8970099667774086, 'support': 553.0}, 'SCR': {'precision': 0.7346938775510204, 'recall': 0.24489795918367346, 'f1-score': 0.3673469387755102, 'support': 147.0}, 'accuracy': 0.8228571428571428, 'macro avg': {'precision': 0.782093482554312, 'recall': 0.6106949108757427, 'f1-score': 0.6321784527764595, 'support': 700.0}, 'weighted avg': {'precision': 0.8095852534562212, 'recall': 0.8228571428571428, 'f1-score': 0.78578073089701, 'support': 700.0}}","{0: {'No-SCR': 540, 'SCR': 111}, 1: {'No-SCR': 13, 'SCR': 36}}",15089
Logistic Regression (L2),1,Bigrama,False,Parcial,0.8171428571428572,"{'Non SCR': {'precision': 0.8214826021180031, 'recall': 0.9819168173598554, 'f1-score': 0.8945634266886326, 'support': 553.0}, 'SCR': {'precision': 0.7435897435897436, 'recall': 0.19727891156462585, 'f1-score': 0.3118279569892473, 'support': 147.0}, 'accuracy': 0.8171428571428572, 'macro avg': {'precision': 0.7825361728538733, 'recall': 0.5895978644622406, 'f1-score': 0.60319569183894, 'support': 700.0}, 'weighted avg': {'precision': 0.8051251018270685, 'recall': 0.8171428571428572, 'f1-score': 0.7721889780517617, 'support': 700.0}}","{0: {'No-SCR': 543, 'SCR': 118}, 1: {'No-SCR': 10, 'SCR': 29}}",15089
