S.#,Sentence,Label
494,I suspect they are doing this intentionally in an effort to consume more of users time.,Non SCR
495,I tried to verify my number and themessage said to wait 24 hours! Why? ,Non SCR
496,It's the same number I tried to even have it call me it doesn't work. ,Non SCR
497,"Gave it one star, it use to work now it doesnt.",Non SCR
498,"Great , but not the best.",Non SCR
499,This app was good for communicating . ,Non SCR
500,"Now it was very slow and some photos are not sending again we should resend the photos, 
some times when other person send the images ,all images are not coming to the gallery only some are coming to the gallery. ",SCR
501,Rectify this issue . ,Non SCR
502,Keep profile photo also private like status we are keeping for particular members like that for profile also do update.,SCR
503,I have to always update facebook everytime i get on. ,Non SCR
504,This is getting old please tell me why i have to keep on doing that.,Non SCR
505,From many different either would wo,Non SCR
506,This app is good for you ng or old people not like insta,Non SCR
507,Good luck,Non SCR
508,Nyc,Non SCR
509,Mhiz blinz sky,Non SCR
510,I'm locked every now and then,SCR
511,"After last update, fb is not functioning well, it automatically quite anytime I tried posting something.",Non SCR
512,Thanks and more welcome your this best app. ,Non SCR
513,Be good more for me and best all activities and you know what you doing this morning. ,Non SCR
514,I have to do it like that and I'm sorry baby girl is that what you doing this morning but I'm not sure how to make it and buy it and you know that I'm a bit more of you to come back now girl.,Non SCR
515,No privacy in this messenger. ,Non SCR
516,They sell our information and messages to Facebook and third parties.,Non SCR
517,Facebook app and messenger is notifying about 1 hour after something new had happened or new message has been received. ,Non SCR
518,Please fix it. ,Non SCR
519,Thank you.,Non SCR
520,Very very good,Non SCR
521,Good,Non SCR
522,A really good platform to interact with the world in amazingly designed manner.,Non SCR
523,Rs meena,Non SCR
524,My what's app not working ????,Non SCR
525,Ö??Ö??Öù? Ö??Öù?,Non SCR
526,"I try to upload my story on facebook but it always fails with an error, failed to upload. ",SCR
527,It keeps on retrying and doesn't stops. ,Non SCR
528,I have to uninstall facebook to get it back working. ,Non SCR
529,Please help.,Non SCR
530,"When accessing the internet through the link, there are difficulties when scrolling down the web page and its so annoying. ",Non SCR
531,The news feed is hardly updated. ,Non SCR
532,"I keep seeing post from 3 days ago as if they were posted today, am just disappointed.",Non SCR
533,Great platform. ,Non SCR
534,But how do I disable app sounds?,SCR
535,Is there any updates that occured why we can no more add something in your featured? ,Non SCR
536,I mean it says feature but it's just the collection same like in story highlights. ,Non SCR
537,I mean where can I find the featured photo? ,SCR
538,I've tried it in the website but it turned out we can add featured photos there but no one can see the featured photo in the app(facebook),SCR
539,Good,Non SCR
540,Nice,Non SCR
541,Ilike it but i do not like your add video,Non SCR
542,Why so many ads? Newsfeed doen't update. ,SCR
543,When I click on a post and want to go back to newsfeed it jumps back to the beginning. ,SCR
544,Notifications don't clear or come back as new notifications although I've reviewed it. ,SCR
545,Post are recycled. Very unhappy with this app. ,SCR
546,Just want to sign in through the browser.,Non SCR
547,"""'blablabla' is writing""... ",Non SCR
548,"Shortening the contact names who are writing a message is not good for some Asian countries, especially here in Indonesia. ",SCR
549,WhatsApp always pick the front name as the contact short name. ,SCR
550,"While in Asia, especially in Indonesia, the front name of the contacts are usually the Title name of someone who are elder from us (Pak, Bu, Mas, Mba, Kak, ect). ",Non SCR
551,Suggest WhatsApp put the full name contacts to mention who are writing the message.,SCR
552,Status should be seen even if number is saved in one's phonebook and theme should be changed for both. ,SCR
553,Next very important the contracts which are not saved their backup should not come ever. ,SCR
554,Pls add these features they are the most wanted features if these would be added. ,Non SCR
555,It would be the best app among all please if possible add these features pls.,Non SCR
556,"It's great, until it's not. ",Non SCR
557,"When Facebook glitches, you almost have to start your whole. ",Non SCR
558,Ppl hone (refine) to fix it! ,Non SCR
559,"I also find if I am on it for too long, everything g slows down tremendously.",SCR
560,Bias Censorship and a political platform.,Non SCR
561,"In this latest version, the voice messages won't play. ",SCR
562,Even the time slider on the voice message does not move.,SCR
563,Hello. ,SCR
564,Sir I use Facebook about from two years it's good working but from some days my Facebook issue the login error problem say that (Logging error) An unexpected error occurred. ,SCR
565,Please login again When I login again then it show again this interface. ,Non SCR
566,So kindly help to open my account of Facebook. ,Non SCR
567,Thanks.,Non SCR
568, ????????????,Non SCR
569,I am having a sirious problem. ,Non SCR
570,Few day back I accept term and conditions but it's not working. ,SCR
571,I keep saying download new version at the time of verification. ,SCR
572,I downloaded new version but it is not showing in mobile. ,Non SCR
573,Play Store says it is downloaded but I am unable to see it in my device. ,Non SCR
574,Please help me.,Non SCR
575,"the app is way too much consumed the storage under the phone's setting, while to clear it means we have to reset the app. ",Non SCR
576,The cache is clear-able. ,Non SCR
577,The apps storage management wont affect the data under the phone's app setting. ,SCR
578,"I tried to find the way to reduce it, but there is no other way than resetting the app. ",Non SCR
579,IT'S ANNOYING !!!,Non SCR
580,Nothing is working. ,Non SCR
581,"I try to comment on something and it tells me ""user limit reached"". ",SCR
582,Facebook Watch not working.,Non SCR
583,It was friend album but now there are so many umwanted videos. ,SCR
584,Remove videos and reels.,Non SCR
585,I was incorrectly blocked from posting. ,SCR
586,I appealed the decision. ,Non SCR
587,"The appeal was upheld, and I was unblocked. ",Non SCR
588,"I can post, comment and 'like' on my laptop, but am still blocked in the app! ",SCR
589,The only way I can use Facebook on my phone is to access my account via a web link. ,Non SCR
590,And certain areas and functions don't work! ,Non SCR
591,Please fix the app to coordinate perfectly with Facebook on my laptop!,SCR
592,Bad,Non SCR
593,"The sad part is when I lost my number , or maybe something accidentally happens to my whatsapp app . ",SCR
594,Or it happens I lose my sim card . ,Non SCR
595,"When I download whatsapp , my old messages are no longer available.",Non SCR
596,???è???è,Non SCR
597,maria de fatima,Non SCR
598,I really don't know what's the problem with WhatsApp.,Non SCR
599,"It is restricting some media and files from being shared through WhatsApp, though I have checked all the privacy settings and everything is right.",SCR
600,But still I am not able to share some files and media through WhatsApp. ,SCR
601,"Though it's being complained to the company, there is no solution from their end. ",Non SCR
602,PLEASE SUGGEST WHAT SHOULD BE DONE TO OVERCOME THIS...,Non SCR
603,The pics that I'm sending through this app are being deleted automatically. ,SCR
604,When I open them in whatsapp they become blurred and I see a message saying this media doesn't exist in your internal memory. ,SCR
605,However all those pics r in my gallery but they r getting deleted from whatsapp chats and status. ,SCR
606,Please help me.,Non SCR
607,"WhatsApp has been an awesome method and alternative for communication and sharing content, particularly because 
it was separate from Facebook so there was no algorithm voodoo or data harvesting. ",Non SCR
608,"Well now great, WhatsApp became so popular Facebook just had to have a piece of the pie and now owns WhatsApp too. ",Non SCR
609,Well stuff you because I'm downloading signal and I'm going to make it my mission to take my whole contact list with me. ,Non SCR
610,If you're reading this review I urge you to do the same.,Non SCR
611,Awesome thanks so far it's nice you can even make your own stars by touching the screen. ,Non SCR
612,Cool.,Non SCR
613,Terrible video quality on whatsapp video calls. ,SCR
614,Image looks very blurry/washed out. ,SCR
615,I've been asked severally if there's something wrong with my pixel 5 camera. ,SCR
616,I huge let down that this is happening on a Google phone. ,Non SCR
617,No issues like this on Samsung and iPhones. ,Non SCR
618,GOOGLE FIX THIS ALREADY ON PIXEL PHONES.,Non SCR
619,Video / audio / picture even video call get low quality resolution. ,SCR
620,Understandable if full data resolution will cause lot more data and time to share but at least give a full resolution of pictures?!,SCR
621, Even Pictures were pixelated! ,SCR
622,I don't like Facebook Inc. ,Non SCR
623,Everything it touch get ruined.,Non SCR
624,There's a lot of bugs 1 hour ago somehow the Facebook just stop! ,Non SCR
625,No comments no phone no gaming no anything for about 20 min. ,SCR
626,Then it turned back but not perfect.,Non SCR
627,The bugs just became worse.,Non SCR
628,I don't really like this app but it is useful to speak to people. ,Non SCR
629,I don't like when an Image or a video gets automatically saved to your phone. ,SCR
630,I do wish they add the ability to chose if it gets saved or not With the storys. ,SCR
631,It does try to be Instagram too much.,Non SCR
